,Topic,Word,P
0,0,see,0.006572873331606388
1,0,test,0.005099425558000803
2,0,call,0.0049786814488470554
3,0,thank,0.004665128421038389
4,0,make,0.004322047811001539
5,0,think,0.0043217833153903484
6,0,dick,0.0041567119769752026
7,0,good,0.003975567873567343
8,0,film,0.0038126215804368258
9,0,pay,0.003717234591022134
10,0,use,0.0037084559444338083
11,0,track,0.003529349574819207
12,0,take,0.0035227288026362658
13,0,look,0.003160052699968219
14,0,also,0.003015820635482669
15,1,ball,0.03501967340707779
16,1,thank,0.011912744492292404
17,1,redirect,0.008693445473909378
18,1,cucks_cuck,0.004789147060364485
19,1,make,0.0046211834996938705
20,1,say,0.004434677306562662
21,1,poop,0.00432196632027626
22,1,get,0.00404280424118042
23,1,go,0.0035087675787508488
24,1,lol,0.0035056709311902523
25,1,madyou_madyou,0.0034901064354926348
26,1,code,0.00335767213255167
27,1,award,0.003124790033325553
28,1,good,0.0030527107883244753
29,1,spell,0.0029663064051419497
30,2,fuck,0.006325219292193651
31,2,nigga,0.005133218131959438
32,2,get,0.0046140640042722225
33,2,idiot,0.003785606473684311
34,2,think,0.0037659751251339912
35,2,mass,0.003714978927746415
36,2,say,0.0036303182132542133
37,2,year,0.003264053026214242
38,2,do,0.003181217238306999
39,2,really,0.0028791832737624645
40,2,russian,0.0028473346028476954
41,2,oppose,0.0026676577981561422
42,2,recognize,0.002649122616276145
43,2,state,0.0025914032012224197
44,2,mother,0.002566585084423423
45,3,edit,0.01727077178657055
46,3,page,0.013012812472879887
47,3,wikipedia,0.012539677321910858
48,3,make,0.008692384697496891
49,3,article,0.007897168397903442
50,3,source,0.007867109030485153
51,3,think,0.007018338423222303
52,3,get,0.00686651049181819
53,3,see,0.006397652439773083
54,3,use,0.005919424816966057
55,3,get_alot,0.005907625425606966
56,3,say,0.005832157097756863
57,3,people,0.004878758452832699
58,3,add,0.0046498412266373634
59,3,thank,0.004633636213839054
60,4,gay,0.20300687849521637
61,4,sex_sex,0.07035331428050995
62,4,use,0.005231077782809734
63,4,go,0.003989530261605978
64,4,think,0.003985515329986811
65,4,porn,0.003416879801079631
66,4,anal,0.0032852625008672476
67,4,give,0.0032092309556901455
68,4,edit,0.0030717619229108095
69,4,make,0.002817136701196432
70,4,sex,0.0027542090974748135
71,4,face,0.0026511007454246283
72,4,say,0.002630494302138686
73,4,people,0.002629833994433284
74,4,term,0.002616007113829255
75,5,say,0.010502268560230732
76,5,think,0.009199880994856358
77,5,see,0.007837457582354546
78,5,make,0.006282252725213766
79,5,get,0.006235445849597454
80,5,page,0.006023193243891001
81,5,article,0.005931375548243523
82,5,discussion,0.005863928701728582
83,5,go,0.005751806311309338
84,5,man,0.004530878737568855
85,5,word,0.004404300358146429
86,5,people,0.004078678786754608
87,5,stop,0.004042522516101599
88,5,talk,0.0036764577962458134
89,5,take,0.0036204559728503227
90,6,image,0.01724671572446823
91,6,page,0.015262842178344727
92,6,use,0.013614647090435028
93,6,delete,0.010666078887879848
94,6,tag,0.009344225749373436
95,6,thank,0.008329768665134907
96,6,copyright,0.006695465184748173
97,6,list,0.006464255508035421
98,6,see,0.00617379043251276
99,6,talk,0.005689196288585663
100,6,stupid,0.005438011139631271
101,6,wikipedia,0.005033168010413647
102,6,add,0.004766721744090319
103,6,find,0.004638667218387127
104,6,source,0.004489687271416187
105,7,fuck,0.09176789969205856
106,7,shit,0.029031729325652122
107,7,go,0.009324473328888416
108,7,penis,0.006551629398018122
109,7,say,0.0064143408089876175
110,7,cunt,0.006342635024338961
111,7,get,0.005805635824799538
112,7,care,0.005390701349824667
113,7,block,0.005041905678808689
114,7,try,0.004669515881687403
115,7,make,0.004644025582820177
116,7,good,0.004263225942850113
117,7,do,0.004212601576000452
118,7,well,0.0037477880250662565
119,7,really,0.0037106494419276714
